year,month,day,gender,births
1970,7,9,M,5492
1970,7,10,F,5226
1970,7,10,M,5636
1970,7,11,F,4566
1970,7,11,M,5124
1970,7,12,F,4606
1970,7,12,M,4578
1970,7,13,F,5086
1970,7,13,M,5482
1970,7,14,F,5620
1970,7,14,M,6208
1970,7,15,F,5430
1970,7,15,M,5648
1970,7,16,F,5318
1970,7,16,M,5730
1970,7,17,F,5334
1970,7,17,M,5604
1970,7,18,F,4856
1970,7,18,M,5110
1970,7,19,F,4590
1970,7,19,M,4930
1970,7,20,F,5348
1970,7,20,M,5634
1970,7,21,F,5506
1970,7,21,M,5942
1970,7,22,F,5138
1970,7,22,M,5544
1970,7,23,F,5340
1970,7,23,M,5504
1970,7,24,F,5312
1970,7,24,M,5644
1970,7,25,F,4786
1970,7,25,M,5080
1970,7,26,F,4508
1970,7,26,M,4958
1970,7,27,F,5370
1970,7,27,M,5682
1970,7,28,F,5752
1970,7,28,M,6106
1970,7,29,F,5556
1970,7,29,M,5798
1970,7,30,F,5302
1970,7,30,M,5754
1970,7,31,F,5502
1970,7,31,M,5798
1970,7,99,F,106
1970,7,99,M,120
1970,8,1,F,4966
1970,8,1,M,5450
1970,8,2,F,4480
1970,8,2,M,4802
1970,8,3,F,5420
1970,8,3,M,5760
1970,8,4,F,5346
1970,8,4,M,5834
1970,8,5,F,5332
1970,8,5,M,5540
1970,8,6,F,5308
1970,8,6,M,5528
1970,8,7,F,5376
1970,8,7,M,5646
1970,8,8,F,4914
1970,8,8,M,5318
1970,8,9,F,4628
1970,8,9,M,4830
1970,8,10,F,5178
1970,8,10,M,5668
1970,8,11,F,5554
1970,8,11,M,6012
1970,8,12,F,5522
1970,8,12,M,5962
1970,8,13,F,5350
1970,8,13,M,5710
1970,8,14,F,5656
1970,8,14,M,5882
1970,8,15,F,4916
1970,8,15,M,5320
1970,8,16,F,4766
1970,8,16,M,4850
1970,8,17,F,5404
1970,8,17,M,5628
1970,8,18,F,5510
1970,8,18,M,6138
1970,8,19,F,5402
1970,8,19,M,5732
1970,8,20,F,5340
1970,8,20,M,5528
1970,8,21,F,5448
1970,8,21,M,5602
1970,8,22,F,4720
1970,8,22,M,5238
1970,8,23,F,4494
1970,8,23,M,4780
1970,8,24,F,5198
1970,8,24,M,5258
1970,8,25,F,5566
1970,8,25,M,5818
1970,8,26,F,5560
1970,8,26,M,5746
1970,8,27,F,5146
1970,8,27,M,5518
1970,8,28,F,5460
1970,8,28,M,5544
1970,8,29,F,4802
1970,8,29,M,5240
1970,8,30,F,4396
1970,8,30,M,4996
1970,8,31,F,5528
1970,8,31,M,5550
1970,8,99,F,108
1970,8,99,M,104
1970,9,1,F,5506
1970,9,1,M,5844
1970,9,2,F,5256
1970,9,2,M,5680
1970,9,3,F,5366
1970,9,3,M,5722
1970,9,4,F,5574
1970,9,4,M,5792
1970,9,5,F,4982
1970,9,5,M,5234
1970,9,6,F,4542
1970,9,6,M,4944
1970,9,7,F,4658
1970,9,7,M,4906
1970,9,8,F,5444
1970,9,8,M,5866
1970,9,9,F,5740
1970,9,9,M,6120
1970,9,10,F,5540
1970,9,10,M,6114
1970,9,11,F,5640
1970,9,11,M,5952
1970,9,12,F,4960
1970,9,12,M,5258
1970,9,13,F,4750
1970,9,13,M,4794
1970,9,14,F,5432
1970,9,14,M,5872
1970,9,15,F,5806
1970,9,15,M,6098
1970,9,16,F,5558
1970,9,16,M,6146
1970,9,17,F,5636
1970,9,17,M,5836
1970,9,18,F,5606
1970,9,18,M,5940
1970,9,19,F,5134
1970,9,19,M,5358
1970,9,20,F,4922
1970,9,20,M,5054
1970,9,21,F,5558
1970,9,21,M,6056
1970,9,22,F,5986
1970,9,22,M,6480
1970,9,23,F,5666
1970,9,23,M,6132
1970,9,24,F,5574
1970,9,24,M,5874
1970,9,25,F,5750
1970,9,25,M,6166
1970,9,26,F,4992
1970,9,26,M,5412
1970,9,27,F,4800
1970,9,27,M,5016
1970,9,28,F,5642
1970,9,28,M,5698
1970,9,29,F,5706
1970,9,29,M,5858
1970,9,30,F,5416
1970,9,30,M,5828
1970,9,31,F,40
1970,9,31,M,34
1970,9,99,F,116
1970,9,99,M,114
1970,10,1,F,5364
1970,10,1,M,5418
1970,10,2,F,5514
1970,10,2,M,5696
1970,10,3,F,5116
1970,10,3,M,5376
1970,10,4,F,4544
1970,10,4,M,4828
1970,10,5,F,5450
1970,10,5,M,5598
1970,10,6,F,5786
1970,10,6,M,5796
1970,10,7,F,5404
1970,10,7,M,5616
1970,10,8,F,5418
1970,10,8,M,5354
1970,10,9,F,5528
1970,10,9,M,5668
1970,10,10,F,4824
1970,10,10,M,4966
1970,10,11,F,4440
1970,10,11,M,4774
1970,10,12,F,5438
1970,10,12,M,5578
1970,10,13,F,5530
1970,10,13,M,5706
1970,10,14,F,5376
1970,10,14,M,5506
1970,10,15,F,5180
1970,10,15,M,5464
1970,10,16,F,5156
1970,10,16,M,5548
1970,10,17,F,4580
1970,10,17,M,4910
1970,10,18,F,4380
1970,10,18,M,4544
1970,10,19,F,5028
1970,10,19,M,5472
1970,10,20,F,5506
1970,10,20,M,5632
1970,10,21,F,5282
1970,10,21,M,5434
1970,10,22,F,5002
1970,10,22,M,5476
1970,10,23,F,5158
1970,10,23,M,5496
1970,10,24,F,4618
1970,10,24,M,4980
1970,10,25,F,4458
1970,10,25,M,4808
1970,10,26,F,5092
1970,10,26,M,5524
1970,10,27,F,5634
1970,10,27,M,5322
1970,10,28,F,4844
1970,10,28,M,5418
1970,10,29,F,4964
1970,10,29,M,5158
1970,10,30,F,5198
1970,10,30,M,5416
1970,10,31,F,4730
1970,10,31,M,4862
1970,10,99,F,266
1970,10,99,M,270
1970,11,1,F,4588
1970,11,1,M,4482
1970,11,2,F,5102
1970,11,2,M,5466
1970,11,3,F,5446
1970,11,3,M,5700
1970,11,4,F,5148
1970,11,4,M,5474
1970,11,5,F,5120
1970,11,5,M,5334
1970,11,6,F,5294
1970,11,6,M,5428
1970,11,7,F,4674
1970,11,7,M,4786
1970,11,8,F,4366
1970,11,8,M,4766
1970,11,9,F,5226
1970,11,9,M,5336
1970,11,10,F,5610
1970,11,10,M,5718
1970,11,11,F,5272
1970,11,11,M,5340
1970,11,12,F,5098
1970,11,12,M,5606
1970,11,13,F,5390
1970,11,13,M,5460
1970,11,14,F,4822
1970,11,14,M,5006
1970,11,15,F,4514
1970,11,15,M,4768
1970,11,16,F,5184
1970,11,16,M,5506
1970,11,17,F,5346
1970,11,17,M,5836
1970,11,18,F,5274
1970,11,18,M,5640
1970,11,19,F,5324
1970,11,19,M,5504
1970,11,20,F,5440
1970,11,20,M,5686
1970,11,21,F,4862
1970,11,21,M,5064
1970,11,22,F,4332
1970,11,22,M,4594
1970,11,23,F,5158
1970,11,23,M,5782
1970,11,24,F,5514
1970,11,24,M,5638
1970,11,25,F,5182
1970,11,25,M,5360
1970,11,26,F,4274
1970,11,26,M,4438
1970,11,27,F,4880
1970,11,27,M,5158
1970,11,28,F,4732
1970,11,28,M,4938
1970,11,29,F,4474
1970,11,29,M,4716
1970,11,30,F,5402
1970,11,30,M,5724
1970,11,31,F,14
1970,11,31,M,20
1970,11,99,F,150
1970,11,99,M,118
1970,12,1,F,5530
1970,12,1,M,5798
1970,12,2,F,5514
1970,12,2,M,5666
1970,12,3,F,5110
1970,12,3,M,5258
1970,12,4,F,5296
1970,12,4,M,5576
1970,12,5,F,4710
1970,12,5,M,4900
1970,12,6,F,4480
1970,12,6,M,4792
1970,12,7,F,5252
1970,12,7,M,5468
1970,12,8,F,5402
1970,12,8,M,5818
1970,12,9,F,5190
1970,12,9,M,5518
1970,12,10,F,5192
1970,12,10,M,5564
1970,12,11,F,5224
1970,12,11,M,5480
1970,12,12,F,4948
1970,12,12,M,5092
1970,12,13,F,4550
1970,12,13,M,4654
1970,12,14,F,5438
1970,12,14,M,5632
1970,12,15,F,5682
1970,12,15,M,6202
1970,12,16,F,5484
1970,12,16,M,6102
1970,12,17,F,5442
1970,12,17,M,5792
1970,12,18,F,5728
1970,12,18,M,5980
1970,12,19,F,5092
1970,12,19,M,5426
1970,12,20,F,4586
1970,12,20,M,4736
1970,12,21,F,5494
1970,12,21,M,5878
1970,12,22,F,5308
1970,12,22,M,5700
1970,12,23,F,4854
1970,12,23,M,5216
1970,12,24,F,4532
1970,12,24,M,4588
1970,12,25,F,4130
1970,12,25,M,4360
1970,12,26,F,4560
1970,12,26,M,4806
1970,12,27,F,4506
1970,12,27,M,4808
1970,12,28,F,5658
1970,12,28,M,5982
1970,12,29,F,6204
1970,12,29,M,6244
1970,12,30,F,5820
1970,12,30,M,6112
1970,12,31,F,5568
1970,12,31,M,5642
1970,12,99,F,184
1970,12,99,M,220
1971,1,1,F,4214
1971,1,1,M,4634
1971,1,2,F,4460
1971,1,2,M,4766
1971,1,3,F,4288
1971,1,3,M,4510
1971,1,4,F,4868
1971,1,4,M,5176
1971,1,5,F,5012
1971,1,5,M,5526
1971,1,6,F,4848
1971,1,6,M,5298
1971,1,7,F,4974
1971,1,7,M,5056
1971,1,8,F,5182
1971,1,8,M,5304
1971,1,9,F,4564
1971,1,9,M,4716
1971,1,10,F,4480
1971,1,10,M,4636
1971,1,11,F,5310
1971,1,11,M,5514
1971,1,12,F,5382
1971,1,12,M,5682
1971,1,13,F,5118
1971,1,13,M,5546
1971,1,14,F,5030
1971,1,14,M,5334
1971,1,15,F,5212
1971,1,15,M,5662
1971,1,16,F,4648
1971,1,16,M,4942
1971,1,17,F,4400
1971,1,17,M,4406
1971,1,18,F,5340
1971,1,18,M,5634
1971,1,19,F,5542
1971,1,19,M,5478
1971,1,20,F,5176
1971,1,20,M,5422
1971,1,21,F,5104
1971,1,21,M,5388
1971,1,22,F,5176
1971,1,22,M,5554
1971,1,23,F,4778
1971,1,23,M,5024
1971,1,24,F,4340
1971,1,24,M,4654
1971,1,25,F,5280
1971,1,25,M,5278
1971,1,26,F,5424
1971,1,26,M,5572
1971,1,27,F,5096
1971,1,27,M,5346
1971,1,28,F,4910
1971,1,28,M,5482
1971,1,29,F,4944
1971,1,29,M,5330
1971,1,30,F,4700
1971,1,30,M,5072
1971,1,31,F,4474
1971,1,31,M,4590
1971,1,99,F,8
1971,1,99,M,12
1971,2,1,F,5056
1971,2,1,M,5354
1971,2,2,F,5120
1971,2,2,M,5684
1971,2,3,F,5048
1971,2,3,M,5248
1971,2,4,F,4872
1971,2,4,M,5298
1971,2,5,F,5280
1971,2,5,M,5588
1971,2,6,F,4572
1971,2,6,M,4906
1971,2,7,F,4402
1971,2,7,M,4636
1971,2,8,F,5018
1971,2,8,M,5248
1971,2,9,F,5170
1971,2,9,M,5608
1971,2,10,F,5210
1971,2,10,M,5144
1971,2,11,F,5020
1971,2,11,M,5352
1971,2,12,F,5310
1971,2,12,M,5476
1971,2,13,F,4524
1971,2,13,M,4790
1971,2,14,F,4446
1971,2,14,M,4622
1971,2,15,F,4928
1971,2,15,M,5128
1971,2,16,F,5178
1971,2,16,M,5336
1971,2,17,F,5062
1971,2,17,M,5380
1971,2,18,F,4970
1971,2,18,M,5258
1971,2,19,F,5040
1971,2,19,M,5432
1971,2,20,F,4596
1971,2,20,M,4906
1971,2,21,F,4388
1971,2,21,M,4806
1971,2,22,F,5148
1971,2,22,M,5604
1971,2,23,F,5358
1971,2,23,M,5424
1971,2,24,F,5194
1971,2,24,M,5338
1971,2,25,F,5008
1971,2,25,M,5394
1971,2,26,F,5276
1971,2,26,M,5462
1971,2,27,F,4690
1971,2,27,M,4896
1971,2,28,F,4388
1971,2,28,M,4422
1971,2,29,F,4
1971,2,30,M,2
1971,2,31,M,6
1971,2,99,F,14
1971,2,99,M,14
1971,3,1,F,5036
1971,3,1,M,5244
1971,3,2,F,5016
1971,3,2,M,5382
1971,3,3,F,5312
1971,3,3,M,5322
1971,3,4,F,5092
1971,3,4,M,5234
1971,3,5,F,5020
1971,3,5,M,5432
1971,3,6,F,4660
1971,3,6,M,4800
1971,3,7,F,4380
1971,3,7,M,4364
1971,3,8,F,4854
1971,3,8,M,5302
1971,3,9,F,5142
1971,3,9,M,5624
1971,3,10,F,5066
1971,3,10,M,5404
1971,3,11,F,5010
1971,3,11,M,5290
1971,3,12,F,5092
1971,3,12,M,5382
1971,3,13,F,4602
1971,3,13,M,4806
1971,3,14,F,4336
1971,3,14,M,4502
1971,3,15,F,5132
1971,3,15,M,5216
1971,3,16,F,5050
1971,3,16,M,5388
1971,3,17,F,4970
1971,3,17,M,5264
1971,3,18,F,4780
1971,3,18,M,5018
1971,3,19,F,5082
1971,3,19,M,5394
1971,3,20,F,4554
1971,3,20,M,4610
1971,3,21,F,4222
1971,3,21,M,4466
1971,3,22,F,4812
1971,3,22,M,5330
1971,3,23,F,5030
1971,3,23,M,5310
1971,3,24,F,4844
1971,3,24,M,4964
1971,3,25,F,4894
1971,3,25,M,5060
1971,3,26,F,4772
1971,3,26,M,5098
1971,3,27,F,4282
1971,3,27,M,4514
1971,3,28,F,4228
1971,3,28,M,4444
1971,3,29,F,4918
1971,3,29,M,5302
1971,3,30,F,5160
1971,3,30,M,5256
1971,3,31,F,4966
1971,3,31,M,5258
1971,3,99,F,10
1971,3,99,M,8
1971,4,1,F,4818
1971,4,1,M,4938
1971,4,2,F,5020
1971,4,2,M,5246
1971,4,3,F,4256
1971,4,3,M,4620
1971,4,4,F,4090
1971,4,4,M,4244
1971,4,5,F,4940
1971,4,5,M,5042
1971,4,6,F,5054
1971,4,6,M,5388
1971,4,7,F,4790
1971,4,7,M,4956
1971,4,8,F,4822
1971,4,8,M,4940
1971,4,9,F,4702
1971,4,9,M,5054
1971,4,10,F,4116
1971,4,10,M,4546
1971,4,11,F,3900
1971,4,11,M,4190
1971,4,12,F,4650
1971,4,12,M,5056
1971,4,13,F,4930
1971,4,13,M,5366
1971,4,14,F,4814
1971,4,14,M,5130
1971,4,15,F,4666
1971,4,15,M,4944
1971,4,16,F,4850
1971,4,16,M,5084
1971,4,17,F,4376
1971,4,17,M,4538
1971,4,18,F,3986
1971,4,18,M,4194
1971,4,19,F,4962
1971,4,19,M,4956
1971,4,20,F,4874
1971,4,20,M,5398
1971,4,21,F,4880
1971,4,21,M,5068
1971,4,22,F,4708
1971,4,22,M,5004
1971,4,23,F,4698
1971,4,23,M,5086
1971,4,24,F,4248
1971,4,24,M,4590
1971,4,25,F,3808
1971,4,25,M,4176
1971,4,26,F,4800
1971,4,26,M,5156
1971,4,27,F,5082
1971,4,27,M,5390
1971,4,28,F,4714
1971,4,28,M,4950
1971,4,29,F,4658
1971,4,29,M,5054
1971,4,30,F,4758
1971,4,30,M,4994
1971,4,31,F,4
1971,4,31,M,2
1971,4,99,F,16
1971,4,99,M,14
1971,5,1,F,4312
1971,5,1,M,4514
1971,5,2,F,3884
1971,5,2,M,4026
1971,5,3,F,4560
1971,5,3,M,4812
1971,5,4,F,4660
1971,5,4,M,5180
1971,5,5,F,4474
1971,5,5,M,4836
1971,5,6,F,4354
1971,5,6,M,4802
1971,5,7,F,4808
1971,5,7,M,4946
1971,5,8,F,4228
1971,5,8,M,4382
1971,5,9,F,4080
1971,5,9,M,4178
1971,5,10,F,4688
1971,5,10,M,4948
1971,5,11,F,4756
1971,5,11,M,5244
1971,5,12,F,4724
1971,5,12,M,4994
1971,5,13,F,4592
1971,5,13,M,4810
1971,5,14,F,4574
1971,5,14,M,5080
1971,5,15,F,4040
1971,5,15,M,4384
1971,5,16,F,3862
1971,5,16,M,4070
1971,5,17,F,4726
1971,5,17,M,5070
1971,5,18,F,5108
1971,5,18,M,5234
1971,5,19,F,4750
1971,5,19,M,5068
1971,5,20,F,4658
1971,5,20,M,4910
1971,5,21,F,4650
1971,5,21,M,4830
1971,5,22,F,4090
1971,5,22,M,4290
1971,5,23,F,3734
1971,5,23,M,4088
1971,5,24,F,4754
1971,5,24,M,5044
1971,5,25,F,4984
1971,5,25,M,5250
1971,5,26,F,4616
1971,5,26,M,5006
1971,5,27,F,4770
1971,5,27,M,4782
1971,5,28,F,4750
1971,5,28,M,5026
1971,5,29,F,4222
1971,5,29,M,4370
1971,5,30,F,3770
1971,5,30,M,4114
1971,5,31,F,3946
1971,5,31,M,4478
1971,5,99,F,14
1971,5,99,M,22
1971,6,1,F,4852
1971,6,1,M,5060
1971,6,2,F,4720
1971,6,2,M,5106
1971,6,3,F,4812
1971,6,3,M,5120
1971,6,4,F,5114
1971,6,4,M,5214
1971,6,5,F,4310
1971,6,5,M,4634
1971,6,6,F,4168
1971,6,6,M,4194
1971,6,7,F,4624
1971,6,7,M,5156
1971,6,8,F,5008
1971,6,8,M,5024
1971,6,9,F,4778
1971,6,9,M,5054
1971,6,10,F,4616
1971,6,10,M,4808
1971,6,11,F,4742
1971,6,11,M,5072
1971,6,12,F,4504
1971,6,12,M,4320
1971,6,13,F,3984
1971,6,13,M,4112
1971,6,14,F,4754
1971,6,14,M,5056
1971,6,15,F,4704
1971,6,15,M,5234
1971,6,16,F,4756
1971,6,16,M,4994
1971,6,17,F,4692
1971,6,17,M,4696
1971,6,18,F,5072
1971,6,18,M,4872
1971,6,19,F,4282
1971,6,19,M,4420
1971,6,20,F,4062
1971,6,20,M,4132
1971,6,21,F,4768
1971,6,21,M,4952
1971,6,22,F,5026
1971,6,22,M,5096
1971,6,23,F,4602
1971,6,23,M,4998
1971,6,24,F,4740
1971,6,24,M,4944
1971,6,25,F,5024
1971,6,25,M,5262
1971,6,26,F,4316
1971,6,26,M,4620
1971,6,27,F,3950
1971,6,27,M,4100
1971,6,28,F,4840
1971,6,28,M,5146
1971,6,29,F,5000
1971,6,29,M,5132
1971,6,30,F,4960
1971,6,30,M,5166
1971,6,31,M,8
1971,6,99,F,24
1971,6,99,M,12
1971,7,1,F,4906
1971,7,1,M,5224
1971,7,2,F,4812
1971,7,2,M,5202
1971,7,3,F,4308
1971,7,3,M,4388
1971,7,4,F,3898
1971,7,4,M,4228
1971,7,5,F,4154
1971,7,5,M,4492
1971,7,6,F,5058
1971,7,6,M,5122
1971,7,7,F,5172
1971,7,7,M,5370
1971,7,8,F,4982
1971,7,8,M,5194
1971,7,9,F,4948
1971,7,9,M,5548
1971,7,10,F,4396
1971,7,10,M,4764
1971,7,11,F,4116
1971,7,11,M,4358
1971,7,12,F,4710
1971,7,12,M,5218
1971,7,13,F,5008
1971,7,13,M,5498
1971,7,14,F,5090
1971,7,14,M,5404
1971,7,15,F,4900
1971,7,15,M,5164
1971,7,16,F,4990
1971,7,16,M,5560
1971,7,17,F,4488
1971,7,17,M,4936
1971,7,18,F,4142
1971,7,18,M,4466
1971,7,19,F,4828
1971,7,19,M,5146
1971,7,20,F,4996
1971,7,20,M,5464
1971,7,21,F,4906
1971,7,21,M,5508
1971,7,22,F,4930
1971,7,22,M,5334
1971,7,23,F,5146
1971,7,23,M,5394
1971,7,24,F,4510
1971,7,24,M,4944
1971,7,25,F,4120
1971,7,25,M,4530
1971,7,26,F,5030
1971,7,26,M,5226
1971,7,27,F,5328
1971,7,27,M,5458
1971,7,28,F,5034
1971,7,28,M,5296
1971,7,29,F,4974
1971,7,29,M,5300
1971,7,30,F,5218
1971,7,30,M,5354
1971,7,31,F,4512
1971,7,31,M,4796
1971,7,99,F,24
1971,7,99,M,14
1971,8,1,F,4286
1971,8,1,M,4288
1971,8,2,F,5038
1971,8,2,M,5286
1971,8,3,F,5222
1971,8,3,M,5718
1971,8,4,F,5134
1971,8,4,M,5398
1971,8,5,F,5024
1971,8,5,M,4956
1971,8,6,F,5046
1971,8,6,M,5212
1971,8,7,F,4644
1971,8,7,M,4804
1971,8,8,F,4438
1971,8,8,M,4666
1971,8,9,F,5012
1971,8,9,M,5324
1971,8,10,F,5314
1971,8,10,M,5850
1971,8,11,F,5118
1971,8,11,M,5728
1971,8,12,F,5050
1971,8,12,M,5232
1971,8,13,F,5092
1971,8,13,M,5276
1971,8,14,F,4678
1971,8,14,M,4942
1971,8,15,F,4414
1971,8,15,M,4422
1971,8,16,F,5032
1971,8,16,M,5146
1971,8,17,F,5128
1971,8,17,M,5498
1971,8,18,F,5090
1971,8,18,M,5352
1971,8,19,F,5118
1971,8,19,M,5268
1971,8,20,F,5236
1971,8,20,M,5634
1971,8,21,F,4788
1971,8,21,M,4866
1971,8,22,F,4296
1971,8,22,M,4570
1971,8,23,F,5120
1971,8,23,M,5278
1971,8,24,F,5304
1971,8,24,M,5400
1971,8,25,F,5128
1971,8,25,M,5206
1971,8,26,F,5100
1971,8,26,M,5444
1971,8,27,F,5142
1971,8,27,M,5252
1971,8,28,F,4546
1971,8,28,M,4978
1971,8,29,F,4164
1971,8,29,M,4556
1971,8,30,F,4866
1971,8,30,M,5202
1971,8,31,F,5214
1971,8,31,M,5552
1971,8,99,F,16
1971,8,99,M,20
1971,9,1,F,5088
1971,9,1,M,5328
1971,9,2,F,4990
1971,9,2,M,5228
1971,9,3,F,5230
1971,9,3,M,5558
1971,9,4,F,4782
1971,9,4,M,4784
1971,9,5,F,4342
1971,9,5,M,4510
1971,9,6,F,4694
1971,9,6,M,4558
1971,9,7,F,5252
1971,9,7,M,5602
1971,9,8,F,5402
1971,9,8,M,5586
1971,9,9,F,5284
1971,9,9,M,5698
1971,9,10,F,5346
1971,9,10,M,5564
1971,9,11,F,4716
1971,9,11,M,4826
1971,9,12,F,4242
1971,9,12,M,4674
1971,9,13,F,5188
1971,9,13,M,5394
1971,9,14,F,5444
1971,9,14,M,5590
1971,9,15,F,5364
1971,9,15,M,5352
1971,9,16,F,5210
1971,9,16,M,5570
1971,9,17,F,5246
1971,9,17,M,5758
1971,9,18,F,4932
1971,9,18,M,4950
1971,9,19,F,4450
1971,9,19,M,4660
1971,9,20,F,5280
1971,9,20,M,5422
1971,9,21,F,5336
1971,9,21,M,5728
1971,9,22,F,5164
1971,9,22,M,5422
1971,9,23,F,5336
1971,9,23,M,5372
1971,9,24,F,5310
1971,9,24,M,5552
1971,9,25,F,4738
1971,9,25,M,4846
1971,9,26,F,4610
1971,9,26,M,4770
1971,9,27,F,5300
1971,9,27,M,5486
1971,9,28,F,5548
1971,9,28,M,5924
1971,9,29,F,5410
1971,9,29,M,5580
1971,9,30,F,5412
1971,9,30,M,5496
1971,9,31,F,2
1971,9,31,M,14
1971,9,99,F,34
1971,9,99,M,50
1971,10,1,F,5352
1971,10,1,M,5570
1971,10,2,F,4950
1971,10,2,M,4656
1971,10,3,F,4314
1971,10,3,M,4486
1971,10,4,F,5236
1971,10,4,M,5370
1971,10,5,F,5244
1971,10,5,M,5630
1971,10,6,F,5042
1971,10,6,M,5302
1971,10,7,F,5116
1971,10,7,M,5176
1971,10,8,F,5128
1971,10,8,M,5268
1971,10,9,F,4226
1971,10,9,M,4844
1971,10,10,F,4348
1971,10,10,M,4712
1971,10,11,F,5062
1971,10,11,M,5204
1971,10,12,F,5198
1971,10,12,M,5332
1971,10,13,F,5070
1971,10,13,M,5140
1971,10,14,F,4906
1971,10,14,M,5280
1971,10,15,F,5010
1971,10,15,M,5170
1971,10,16,F,4450
1971,10,16,M,4700
1971,10,17,F,4300
1971,10,17,M,4204
1971,10,18,F,5060
1971,10,18,M,5138
1971,10,19,F,5074
1971,10,19,M,5416
1971,10,20,F,4810
1971,10,20,M,5060
1971,10,21,F,4808
1971,10,21,M,5182
1971,10,22,F,4970
1971,10,22,M,5072
1971,10,23,F,4318
1971,10,23,M,4414
1971,10,24,F,4090
1971,10,24,M,4326
1971,10,25,F,4666
1971,10,25,M,4900
1971,10,26,F,4922
1971,10,26,M,5132
1971,10,27,F,4918
1971,10,27,M,4978
1971,10,28,F,4812
1971,10,28,M,4990
1971,10,29,F,4804
1971,10,29,M,5118
1971,10,30,F,4154
1971,10,30,M,4460
1971,10,31,F,4282
1971,10,31,M,4334
1971,10,99,F,16
1971,10,99,M,28
1971,11,1,F,4596
1971,11,1,M,5040
1971,11,2,F,4942
1971,11,2,M,5024
1971,11,3,F,4712
1971,11,3,M,5082
1971,11,4,F,4692
1971,11,4,M,4824
1971,11,5,F,4926
1971,11,5,M,4936
1971,11,6,F,4272
1971,11,6,M,4428
1971,11,7,F,4064
1971,11,7,M,4168
1971,11,8,F,4776
1971,11,8,M,4964
1971,11,9,F,5026
1971,11,9,M,5140
1971,11,10,F,4774
1971,11,10,M,4916
1971,11,11,F,4758
1971,11,11,M,4802
1971,11,12,F,5002
1971,11,12,M,5106
1971,11,13,F,4396
1971,11,13,M,4452
1971,11,14,F,4032
1971,11,14,M,4326
1971,11,15,F,4916
1971,11,15,M,4944
1971,11,16,F,4882
1971,11,16,M,5256
1971,11,17,F,4626
1971,11,17,M,5100
1971,11,18,F,4708
1971,11,18,M,5130
1971,11,19,F,4922
1971,11,19,M,5214
1971,11,20,F,4308
1971,11,20,M,4624
1971,11,21,F,4074
1971,11,21,M,4212
1971,11,22,F,4706
1971,11,22,M,5188
1971,11,23,F,4944
1971,11,23,M,5188
1971,11,24,F,4742
1971,11,24,M,4844
1971,11,25,F,3684
1971,11,25,M,3882
1971,11,26,F,4430
1971,11,26,M,4712
1971,11,27,F,4048
1971,11,27,M,4514
1971,11,28,F,3966
1971,11,28,M,4274
1971,11,29,F,4696
1971,11,29,M,5052
1971,11,30,F,4584
1971,11,30,M,5182
1971,11,31,F,6
1971,11,31,M,4
1971,11,99,F,8
1971,11,99,M,16
1971,12,1,F,4694
1971,12,1,M,4940
1971,12,2,F,4480
1971,12,2,M,4686
1971,12,3,F,4578
1971,12,3,M,4714
1971,12,4,F,4292
1971,12,4,M,4500
1971,12,5,F,4120
1971,12,5,M,4134
1971,12,6,F,4790
1971,12,6,M,4942
1971,12,7,F,4912
1971,12,7,M,5114
1971,12,8,F,4674
1971,12,8,M,4890
1971,12,9,F,4622
1971,12,9,M,4904
1971,12,10,F,4680
1971,12,10,M,5198
1971,12,11,F,4250
1971,12,11,M,4338
1971,12,12,F,3874
1971,12,12,M,4228
1971,12,13,F,4610
1971,12,13,M,4892
1971,12,14,F,4960
1971,12,14,M,5226
1971,12,15,F,4856
1971,12,15,M,5030
1971,12,16,F,4882
1971,12,16,M,4888
1971,12,17,F,4750
1971,12,17,M,5186
1971,12,18,F,4184
1971,12,18,M,4338
1971,12,19,F,3904
1971,12,19,M,4048
1971,12,20,F,4944
1971,12,20,M,5158
1971,12,21,F,5102
1971,12,21,M,5204
1971,12,22,F,4388
1971,12,22,M,4630
1971,12,23,F,3972
1971,12,23,M,4294
1971,12,24,F,3746
1971,12,24,M,4080
1971,12,25,F,3556
1971,12,25,M,3684
1971,12,26,F,3706
1971,12,26,M,3914
1971,12,27,F,4692
1971,12,27,M,5000
1971,12,28,F,5218
1971,12,28,M,5276
1971,12,29,F,4936
1971,12,29,M,5244
1971,12,30,F,5048
1971,12,30,M,5108
1971,12,31,F,4520
1971,12,31,M,4654
1971,12,99,F,18
1971,12,99,M,10
1972,1,1,F,3653
1972,1,1,M,4040
1972,1,2,F,3844
1972,1,2,M,3951
1972,1,3,F,4518
1972,1,3,M,4418
1972,1,4,F,4464
1972,1,4,M,4777
1972,1,5,F,4333
1972,1,5,M,4619
1972,1,6,F,4268
1972,1,6,M,4470
1972,1,7,F,4614
1972,1,7,M,4716
1972,1,8,F,4037
1972,1,8,M,4205
1972,1,9,F,3852
1972,1,9,M,4059
1972,1,10,F,4572
1972,1,10,M,4775
1972,1,11,F,4855
1972,1,11,M,4933
1972,1,12,F,4598
1972,1,12,M,4714
1972,1,13,F,4628
1972,1,13,M,4657
1972,1,14,F,4663
1972,1,14,M,4959
1972,1,15,F,3925
1972,1,15,M,4110
1972,1,16,F,3737
1972,1,16,M,3927
1972,1,17,F,4477
1972,1,17,M,4945
1972,1,18,F,4842
1972,1,18,M,5030
1972,1,19,F,4543
1972,1,19,M,4883
